fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type
10.77808030230186,0.4791099433184015,0.35760210202687737,2.3691797354858735,0.09478080302301858,18.472600377877324,48.94520075575465,0.9986580174067325,3.1632879546547215,0.6116439773273605,10.347260037787732,0
7.028064637763084,0.5515806086710748,0.14193536223691589,1.7,0.06668387826578505,15.0,24.0,0.9951287741448948,3.397903043355374,0.6743870724473832,10.620161594407712,0
10.823180637112461,0.4179841964804605,0.4579283858319582,1.8,0.11086677344615714,5.890258053017802,14.0,0.9982,3.285733546892314,0.7137851574958747,9.82194838939644,0
7.83499119389315,0.5496771439964062,0.09270505354288472,2.523821975392909,0.11225305513785336,14.0,45.92059341535697,0.9971714659261787,3.2360296707678486,0.6655584609250121,9.631762633857212,0
7.231496490340362,0.5801890874884943,0.19342517548298188,7.349054562557529,0.0780653701425934,27.268503509659638,93.19448947102109,0.9980894111368445,3.396110210579578,0.7109292278748798,10.124959476081022,0
6.443776416770725,0.8400281778887737,0.0,1.6,0.054436355273268566,8.812588055902419,17.187411944097583,0.9950317050521084,3.511244716645855,0.6693565082604923,10.618882083853627,0
7.042546884052851,0.5414182294684284,0.07865416425257311,1.9716354106314329,0.08270187536211404,9.858177053157164,15.858177053157164,0.994839638031395,3.4186541642525734,0.5885817705315716,11.429088526578582,0
7.2723745944553375,0.42809364861383437,0.27285952707924843,2.2266555402968407,0.08788528512573529,34.638127027723314,72.18093648613835,0.9967285952707925,3.391147148742647,0.5399030134752179,9.544749188910675,0
7.221444371510119,0.4408158750997109,0.24316981105419214,2.5377618735043366,0.06090904355556377,6.0,11.540793754985545,0.9943849394908266,3.364288874302024,0.59948731304841,11.767364996011564,0
8.17102427986233,0.7655121399311656,0.0,2.286927160413007,0.0866819423889865,12.710242798623312,25.420485597246625,0.9978521562962478,3.372897572013767,0.46,9.6,0
9.762870022636749,0.6317084898134626,0.31170848981346266,2.411389932089751,0.09714350113183748,12.0,88.31435011318375,0.9974381788121149,3.1908429750995753,0.7354440271640996,10.1,0
7.376934319146252,0.5276934319146251,0.40518977819209334,3.8095619840553043,0.06424051109039533,26.0,120.52883210106718,0.9968581569162273,3.316441605053359,0.6516313832454527,9.934598521280623,0
8.0,0.5835672620457906,0.14573095181683773,2.107017861373717,0.10858476145347018,3.0,7.0,0.9942403499881536,3.22,0.5425437485191991,11.52105358412115,0
8.24592651971732,0.6381469605653572,0.11355430859362507,1.5622204408480358,0.07216293921130715,5.459265197173214,13.459265197173213,0.9964004392784593,3.222963259858661,0.5751118236607857,9.729632598586607,0
6.793578091857986,0.587064208160947,0.14201832958816607,1.6357798265325443,0.08143119306130177,12.357798265325442,31.642201734674558,0.9963497246193587,3.5012843816284027,0.617064208160947,10.050458785727809,0
8.45173626582491,0.5010820495763235,0.280926008439952,2.25868132912455,0.0805057875527497,28.5173626582491,119.0,0.99709884248945,3.1802315021099883,0.836758970460168,9.25173626582491,0
6.904973280605602,0.7335477765982292,0.05778516446381196,2.0969495514623313,0.0682214835536188,31.171750747562783,92.68700299025113,0.9952718433105081,3.392135313976368,0.6696949551462331,11.14109199337137,0
8.466479195262913,0.4935208047370873,0.4190438958408549,1.6346456331596109,0.3104207133624003,16.0,44.66479195262913,0.9966110461822075,3.063520804737087,1.0651294011558845,9.80337448526757,0
7.965247681372851,0.45475231862714877,0.14914860882371075,2.052128477940723,0.07404256955881446,6.0,18.0,0.9972260642389703,3.29,0.6134752318627149,9.217376159313574,0
7.786395793900766,0.8854858184372739,0.12120140203307807,2.0712014020330782,0.09825618226430015,11.28798597966922,32.0,0.9964172616333667,3.2674381773569983,0.5174381773569985,10.0,0
10.369608714916767,0.4187010893645959,0.4147793463812424,2.3303912850832327,0.18654868833162844,6.1740217872919185,14.174021787291919,0.9991737716765204,3.188259782127081,0.62,9.5,0
7.550318739261766,0.5980509982818827,0.22805099828188266,1.8201274957047067,0.07978597547248227,42.49681260738233,60.20127495704707,0.995071516357604,3.1161019965637653,0.43408924699329465,9.300637478523532,0
8.9,0.6960755323464332,0.35199370563779725,1.4479748225511888,0.05575697870614267,3.7601258872440555,10.0,0.9958854187223686,3.12,0.5063861524031539,9.195949645102377,0
7.514197198976099,1.0617605038396274,0.08580280102390062,2.9296336122868074,0.08798760785665391,5.141971989760994,12.0,0.995716236526041,3.5144450418430213,0.5985802801023901,11.171605602047801,0
8.360823435367132,0.7002323835056817,0.500438242347465,4.673440212513117,0.122,35.0438242347465,151.69588282316434,0.999573440212513,3.275205858841783,0.9834263647880249,9.3,0
7.985456272577037,0.565636881773111,0.4935105293671624,1.8648947063283763,0.23196687597550242,13.099298042189174,66.54964902109458,0.9967631595504617,3.1868806671721597,0.8292176069213558,9.2,0
10.65023473260734,0.3451643128251371,0.44981221391412907,2.275352098911008,0.07204225186932096,18.502347326073387,39.497652673926616,0.9977456807245613,3.1651173663036696,0.5602347326073387,10.051173663036694,0
10.02091806790534,0.47418361358106786,0.49395409660473305,2.325573792440837,0.0696281958872482,6.0,25.348852415118326,0.999172065652787,3.1409311449071,0.5620918067905339,9.369770483023666,0
10.624185713495686,0.47202357217909807,0.4837907143252157,2.1,0.10415107121131371,14.620928567478432,48.24185713495686,0.9984169785757737,3.1323492867808236,0.7152321418696078,9.662092856747842,0
7.652374946609655,0.488761244127062,0.3106675074746484,4.66668768686621,0.07681899957287723,11.295250106780692,86.64762505339034,0.9979761874733049,3.3440949978643864,0.7560012612119725,10.147625053390346,0
8.585394404447433,0.5814605595552568,0.315855244691524,2.17927622345762,0.08526841957532193,11.31710489383048,50.31710489383048,0.9973807497894833,3.3714605595552567,0.6147565734074572,10.168289510616951,0
9.94019796564257,0.5094257433479633,0.7092079420689905,2.9770297339185317,0.3504019991924988,33.057425665203674,68.47128716739816,0.9982676436618434,2.9990692879748995,1.3232475742696508,10.193069248902754,0
7.57701543181667,0.4193731481404546,0.2495820987603031,3.9919382727333206,0.10289256171480318,28.0,90.02089506198485,0.99778483703636,3.156059567975605,0.5695820987603031,9.162685185954537,0
6.9951299372381,0.5848769559568916,0.18561177361804632,3.297556352125311,0.096048700627619,32.0,54.365857861704264,0.9969356221134105,3.447804163510275,0.6929272075533837,10.348769559568916,0
8.4252529483129,0.7128024909010517,0.16050589662580111,1.9126264741564503,0.1319198941994149,16.0,62.873735258435495,0.9966767706381904,3.1697976413496796,0.864192659547576,9.524241155061299,0
7.2,0.6519044390518859,0.04295289751698264,2.3971467313773696,0.07767617756207543,16.0,86.0,0.9974461911218963,3.5235235512415084,0.560285326862263,9.7,0
8.252260764507092,0.5204937590740981,0.3372011127471015,2.6724271891978106,0.08944854378395621,39.3744799228415,110.3251040154317,0.9972376921143221,3.0865020803086343,0.5839916787654641,9.362552007715848,0
8.23726543933722,0.4554959916354707,0.3976407363976683,1.8,0.20161126778459634,5.686327196686097,16.313672803313903,0.9978745308786745,3.2176407363976685,0.7411527614912561,9.46863271966861,0
9.725897129593985,0.27576722482009014,0.43144712925341366,1.7139282296324811,0.062417846888974435,25.86071770367519,42.0,0.9959139282296325,3.1967138755589777,0.8118933014777745,10.662677033346165,0
8.507630419106444,0.6286564191483708,0.12448340120463432,1.6349762874351919,0.0882511856282404,4.0,11.0,0.99723139820353,3.3047535568847213,0.6395071137694425,9.541255928141203,0
11.512458436577521,0.5073115289313056,0.49,2.185573725890579,0.09987874070802301,5.0,15.144262741094213,0.9999134423553435,3.1856721177671736,0.4588525482188427,9.084589807124628,0
9.281743645618812,0.4,0.5609128177190593,5.077077069749381,0.08386205246939976,6.0,19.772820442976485,0.9969925334786089,3.277728204429765,0.6267948892558787,12.318256354381187,0
7.197775324854236,0.6243715150680232,0.01955506497084719,2.202224675145764,0.08528142424659885,18.16295887475706,27.0,0.9973997107354179,3.3943715150680234,0.531852056262147,9.4,0
7.504506738081913,0.5741447823091179,0.06324343469273538,1.9,0.07711710435381765,15.0,27.27927608845441,0.9962028885625511,3.3283782826536323,0.6154045438826908,9.807203697299851,0
6.578559044970646,0.6092899247099803,0.06571527640234831,1.8857291460352246,0.059284723597651696,19.0,48.357118089941295,0.9952214062809471,3.440003467408219,0.5935642460829748,10.721475629111545,0
7.038830114701966,0.4432980688211797,0.27082451720529493,2.6776602294039322,0.07717548279470507,5.694150573509831,16.0,0.9966915432408742,3.2919944025033288,0.5514094598543119,10.238830114701967,0
8.410123802516043,0.5482283345596926,0.38075928518870317,3.0563273765725265,0.0890759285188703,26.974690493709893,52.0,0.997615185703774,3.31,0.5738610722169453,10.646203574056484,0
9.877875729321307,0.5770350496222094,0.21991184361082328,1.4,0.07545130105249152,8.305310676696731,24.0,0.9961372134917352,2.9838056300768887,0.5768587368438559,9.883186406018039,0
8.659768997806246,0.4606322188185548,0.48574711247257807,2.4724133741773424,0.08442528875274219,21.0,74.57471124725781,0.9983385045601691,3.352126443763711,0.57,9.572413374177343,0
9.206637870912484,0.31066378709124853,0.367633551549358,2.219913612737456,0.079,10.933621290875148,30.966810645437572,0.9961981245641155,3.3230302355418906,0.8493794065400236,12.0,0
7.2872375191314935,0.5495130321612941,0.023039464012407238,1.8823678407444342,0.08126448238883349,13.303946401240724,31.0,0.9954012762480868,3.36,0.552157856049629,10.469605359875928,0
7.014427906743796,0.6416453488164104,0.045721395337189816,2.395948837159385,0.06528358139884306,5.346837209468717,9.0,0.9957928074416076,3.4528358139884303,0.5465316279053128,11.10810232568123,0
6.624678072620607,0.8367999214423023,0.029254277232727582,2.3568133729139378,0.06218508554465455,15.0,23.061695181551517,0.9962002844448468,3.5338304818448485,0.6049356145241214,10.972237168301817,0
7.874240896452611,0.8444294119128615,0.053183193192650635,1.7613613446789156,0.059416750695106435,4.0,8.128795517736949,0.9968625557435292,3.3342408964526102,0.35704705872475906,9.190156862415863,0
8.980722268157637,0.7006678135472082,0.30421668044729105,2.5807222681576367,0.07101805670394093,9.0,42.2339352234647,0.9972591344162052,3.1444476924582925,0.557018056703941,9.306425910614122,0
7.1923474388907636,0.5474944638687864,0.06981237672641144,3.8768946865065974,0.08623031498410555,51.211552656746704,76.54801304463984,0.9960623400573825,3.2571192173216095,0.5451986955360156,9.64808685972269,0
9.004036231657611,0.2534006038609602,0.3567507548262003,8.584157003849649,0.06434510567566804,7.329969806951991,22.335015096524003,0.9991420785019248,3.1864984903475997,0.8461957729732786,10.330474335909193,0
10.465741828190597,0.4508229486052802,0.3379426284867994,2.460286857566003,0.09949282856084993,8.0,31.479426284867994,0.9985479426284868,2.978497531572441,0.5208229486052802,9.834258171809402,0
7.7278414907882516,0.6797914533776412,0.47051095644822427,1.9299269570118383,0.11045255650458566,20.09280496929417,112.18560993858834,0.9968464024846471,3.2109280496929418,0.694223155219991,9.309280496929418,0
8.291462144997748,0.5459755069760082,0.2863414150475333,1.929267688094166,0.18924398829062844,10.658535376188333,88.0,0.9971819505181893,3.1593901532141246,0.7539025236668168,9.563414150475333,0
7.431867810705867,0.4168132189294132,0.261977968450978,2.236264378588264,0.078,27.87911873803912,66.56044063098044,0.9967525268087921,3.5340660946470663,0.59,10.396705009568704,0
10.688791575370784,0.460533051804494,0.6777802106157305,4.33307788534831,0.1111142738004495,6.0,24.0,0.9971997810445843,3.065549473460674,0.6966265248404487,13.388901053078651,0
6.85764443504514,0.5188222175225702,0.1850594466767792,2.308238901812932,0.07907049968277349,8.89411108761285,44.44705554380643,0.9946983466441083,3.2234116663141927,0.5331766673716145,11.016477803625865,0
6.915856691519229,0.6844501579682697,0.04158566915192295,1.5301791356009633,0.07368286616961542,5.460358271201926,12.0,0.9950286448881634,3.344936143056732,0.5490537406802889,9.86905374068029,0
7.932281804761335,0.6910389053331738,0.002708727809546601,2.6,0.07959369082856801,11.0,34.13543639047733,0.997325064127331,3.4291650887618137,0.5421892751429598,9.67606730762053,0
9.162681423849769,0.5072011067887326,0.4145335177981221,2.8919833981690095,0.08701313042206567,25.546648220187787,52.0,0.9976559778642253,3.260131304220657,0.6116033203661981,10.90801660183099,0
9.595679560823672,0.4,0.5452160219588164,5.90115884716214,0.09053319066750304,6.0,19.38040054897041,0.9978087668581416,3.273804005489704,0.7248998627573975,12.004320439176327,0
7.409279868595736,0.6440599425106346,0.1662880525617055,5.335040919829846,0.165819230880002,51.90720131404264,97.81440262808528,0.9973333203777873,3.282319967148934,0.5027839605787209,9.530159572936142,0
10.044288237330527,0.34003514660063155,0.4711072059332631,1.9889279406673683,0.06155360296663158,6.0,10.889279406673685,0.9960039016247236,3.2410720593326316,0.5587522076642105,11.878207347341053,0
8.835196728856861,0.42563710707798613,0.43900998722329715,2.084509685662389,0.06808432200363278,27.422548428311945,65.0,0.9964774515716881,3.288450968566239,0.6378825658077,10.446470943012832,0
6.637822207654264,0.6020153117174329,0.02302764930313564,1.9336197401371242,0.07945367922277173,7.9579753248285945,25.0,0.9974104108832977,3.6710888961728676,0.7178128442002925,10.49579753248286,0
7.668172582619525,0.5709856181150396,0.11901438188496044,3.6878849449203166,0.0846009587923307,26.52019175846614,106.95961648306772,0.9969015812117505,3.2109856181150396,0.5230047939616536,9.347980824153385,0
8.609884207419064,0.653290286332775,0.11146928269211892,1.61638468956017,0.0891807655219915,4.0,11.0,0.9973475956902489,3.3075422965659746,0.6450845931319491,9.545903827609958,0
7.759981335224755,0.4312108255696419,0.19879850681798042,2.880130653426713,0.0996035463072965,47.68022397730294,100.87985068179805,0.9966688358363684,3.272800373295505,0.5575970136359608,9.5,0
7.2,0.6543336670719648,0.03424974969602637,2.3566633292803516,0.07785834167679911,15.858341676799121,85.85834167679911,0.9974342497496961,3.5271668335359823,0.5657502503039736,9.671668335359824,0
7.037003592584292,0.8017468794182423,0.10844364609237955,2.0415563539076205,0.06479883699600467,20.2922182304619,49.0,0.9971522763806616,3.3859767399200935,0.5704552761323328,9.72922182304619,0
7.246462096986349,0.9055385080821958,0.09732310484931746,1.817845967671217,0.0763199757972582,20.0,56.08922983835608,0.9966539699196165,3.3723074595890212,0.5760613709040954,9.423074595890212,0
7.395245715683859,0.673252761683389,0.0,1.7015847614387136,0.10995998089062956,6.0,14.0,0.9961863470472229,3.400792380719357,0.594762285784193,9.849207619280644,0
7.097546611579281,0.5441413140527482,0.08609813553682877,2.1780372892634245,0.061219627107365754,4.195093223158562,9.0,0.9959336447471161,3.355852796694757,0.5419509322315856,10.578037289263424,0
10.214405244480362,0.4367588199919182,0.5818006555600455,4.072089838819295,0.09187395411079682,10.981993444399546,24.018006555600454,0.9974418970499798,3.28801927888395,0.9831575088718273,11.996398688879909,0
7.648346535803766,0.4036777607025844,0.2455784464388961,1.7925620714148052,0.07977686214244416,3.962810357074026,10.962810357074027,0.9962290079214823,3.274049657131844,0.59,9.5,0
